Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Languages,Clicks,Impressions,Engagement_Score,Customer_Segment,Dates
1224,Alpha Innovations,Social Media,Men 25-34,45 days,Facebook,0.08,9270.00,3.3,Chicago,German,987,9060,10,Foodies,2021-05-09
1225,Alpha Innovations,Email,Women 35-44,45 days,Instagram,0.1,10539.00,3.3,Houston,Spanish,908,2673,2,Tech Enthusiasts,2021-05-10
1226,NexGen Systems,Display,All Ages,15 days,Facebook,0.01,7599.00,3.3,Los Angeles,English,506,8733,9,Foodies,2021-05-11
1227,TechCorp,Display,Women 25-34,15 days,Instagram,0.07,18233.00,5.9,Chicago,Mandarin,317,1822,6,Outdoor Adventurers,2021-05-12
1228,Alpha Innovations,Search,Men 25-34,45 days,Website,0.11,16358.00,3.7,New York,French,144,6270,5,Fashionistas,2021-05-13
1229,Alpha Innovations,Display,Women 35-44,15 days,YouTube,0.14,14642.00,7.4,Miami,Spanish,822,2687,9,Foodies,2021-05-14
1230,TechCorp,Email,All Ages,15 days,Instagram,0.12,14796.00,4.1,Los Angeles,Mandarin,337,2216,8,Tech Enthusiasts,2021-05-15
1231,DataTech Solutions,Email,All Ages,15 days,Email,0.05,6747.00,7.7,Los Angeles,Mandarin,387,5694,10,Health & Wellness,2021-05-16
1232,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.02,19111.00,4.1,Chicago,English,670,3982,3,Health & Wellness,2021-05-17
1233,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.14,16051.00,3.7,Los Angeles,Spanish,777,1596,3,Foodies,2021-05-18
1234,NexGen Systems,Search,Women 35-44,60 days,Facebook,0.06,5214.00,7,Chicago,French,869,5462,1,Foodies,2021-05-19
1235,TechCorp,Email,Women 35-44,15 days,YouTube,0.15,11348.00,6.2,Chicago,German,414,3758,7,Fashionistas,2021-05-20
1236,NexGen Systems,Social Media,Women 35-44,60 days,Email,0.14,18357.00,2.7,New York,German,395,3038,1,Outdoor Adventurers,2021-05-21
1237,Alpha Innovations,Influencer,All Ages,60 days,Google Ads,0.06,17071.00,6.8,Houston,French,772,1724,10,Outdoor Adventurers,2021-05-22
1238,NexGen Systems,Email,Men 25-34,60 days,Email,0.09,18435.00,7.9,New York,English,366,5170,2,Foodies,2021-05-23
1239,DataTech Solutions,Influencer,All Ages,30 days,Instagram,0.14,10240.00,6,Houston,Mandarin,868,3410,8,Outdoor Adventurers,2021-05-24
1240,DataTech Solutions,Email,Women 35-44,45 days,YouTube,0.13,12126.00,7.5,Houston,German,605,8048,6,Tech Enthusiasts,2021-05-25
1241,NexGen Systems,Display,Women 35-44,45 days,Facebook,0.11,16198.00,6.3,Houston,English,667,7095,10,Outdoor Adventurers,2021-05-26
1242,TechCorp,Display,Women 35-44,45 days,YouTube,0.09,16123.00,7.8,Chicago,English,282,5001,7,Tech Enthusiasts,2021-05-27
1243,DataTech Solutions,Display,Women 35-44,45 days,Google Ads,0.06,13308.00,7.6,Miami,English,571,3118,10,Tech Enthusiasts,2021-05-28
1244,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,0.11,5665.00,4.2,Chicago,English,241,3266,2,Health & Wellness,2021-05-29
1245,DataTech Solutions,Influencer,Men 18-24,60 days,YouTube,0.15,13060.00,6.6,Chicago,German,334,4892,6,Foodies,2021-05-30
1246,DataTech Solutions,Social Media,All Ages,15 days,YouTube,0.07,16729.00,5.7,New York,English,906,1004,10,Outdoor Adventurers,2021-05-31
1247,Innovate Industries,Email,Women 35-44,45 days,Google Ads,0.06,6095.00,2.6,Chicago,Spanish,330,8440,7,Tech Enthusiasts,2021-06-01
1248,NexGen Systems,Display,All Ages,30 days,Instagram,0.02,16296.00,3.1,New York,Spanish,790,9439,1,Outdoor Adventurers,2021-06-02
1249,DataTech Solutions,Search,Men 18-24,45 days,Website,0.08,6267.00,5.5,New York,Mandarin,300,9784,1,Fashionistas,2021-06-03
1250,TechCorp,Display,Men 18-24,60 days,Instagram,0.11,15307.00,3,New York,Spanish,560,8180,7,Health & Wellness,2021-06-04
1251,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.04,14116.00,6.3,Los Angeles,English,244,3565,5,Tech Enthusiasts,2021-06-05
1252,TechCorp,Email,Women 35-44,30 days,Google Ads,0.03,16101.00,6.1,Chicago,Mandarin,851,5365,9,Foodies,2021-06-06
1253,NexGen Systems,Search,Women 35-44,30 days,Website,0.06,14863.00,2.3,New York,Mandarin,566,7998,7,Tech Enthusiasts,2021-06-07
1254,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.08,9277.00,4.3,New York,French,965,6798,3,Fashionistas,2021-06-08
1255,TechCorp,Search,Women 25-34,60 days,Facebook,0.07,12535.00,5.9,Miami,French,415,1824,9,Foodies,2021-06-09
1256,DataTech Solutions,Email,Men 18-24,15 days,Facebook,0.03,18550.00,6,Los Angeles,German,428,7371,9,Health & Wellness,2021-06-10
1257,TechCorp,Search,Women 35-44,15 days,YouTube,0.03,8149.00,2.8,Los Angeles,English,487,6102,2,Health & Wellness,2021-06-11
1258,NexGen Systems,Display,Women 25-34,30 days,Email,0.06,13310.00,3.2,Chicago,English,334,3350,8,Tech Enthusiasts,2021-06-12
1259,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.09,16130.00,7,Miami,French,912,8343,6,Tech Enthusiasts,2021-06-13
1260,TechCorp,Email,Women 35-44,15 days,Email,0.08,11288.00,2.3,Los Angeles,Mandarin,577,5936,8,Fashionistas,2021-06-14
1261,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.1,18218.00,3.9,New York,Spanish,452,4033,5,Fashionistas,2021-06-15
1262,DataTech Solutions,Influencer,Women 35-44,30 days,Website,0.02,5708.00,3.7,Chicago,Mandarin,345,7102,6,Fashionistas,2021-06-16
1263,Innovate Industries,Email,Men 25-34,30 days,Google Ads,0.12,11855.00,2.7,Chicago,Spanish,105,2234,8,Fashionistas,2021-06-17
1264,NexGen Systems,Display,All Ages,60 days,Google Ads,0.12,18287.00,6.5,Miami,German,157,5905,5,Foodies,2021-06-18
1265,TechCorp,Social Media,Men 25-34,45 days,Email,0.02,11618.00,6.7,Chicago,Spanish,746,4190,8,Health & Wellness,2021-06-19
1266,DataTech Solutions,Search,Women 25-34,15 days,YouTube,0.11,6238.00,4.9,Los Angeles,Spanish,989,5228,6,Fashionistas,2021-06-20
1267,DataTech Solutions,Email,All Ages,45 days,Email,0.12,15848.00,7.3,New York,German,877,3471,1,Tech Enthusiasts,2021-06-21
1268,Innovate Industries,Influencer,All Ages,60 days,Website,0.04,5928.00,7.5,Los Angeles,English,795,7633,7,Health & Wellness,2021-06-22
1269,NexGen Systems,Email,All Ages,60 days,Email,0.1,6252.00,6.3,Los Angeles,French,629,4581,2,Foodies,2021-06-23
1270,NexGen Systems,Email,Women 35-44,30 days,Instagram,0.1,6796.00,6.7,Los Angeles,English,238,3730,10,Tech Enthusiasts,2021-06-24
1271,NexGen Systems,Email,Men 25-34,15 days,Facebook,0.1,9895.00,4.6,Los Angeles,French,272,7435,5,Health & Wellness,2021-06-25
1272,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,0.12,18104.00,5.5,Chicago,English,368,5530,5,Fashionistas,2021-06-26
1273,TechCorp,Social Media,Women 25-34,30 days,Website,0.03,8859.00,7,New York,Spanish,992,7574,9,Health & Wellness,2021-06-27
1274,DataTech Solutions,Social Media,Men 25-34,60 days,Facebook,0.09,14503.00,6.6,Chicago,French,221,3567,5,Foodies,2021-06-28
1275,NexGen Systems,Display,Men 18-24,30 days,Email,0.07,10743.00,5,New York,Mandarin,752,1807,6,Fashionistas,2021-06-29
1276,Alpha Innovations,Email,Men 18-24,15 days,Google Ads,0.04,17569.00,4.3,New York,French,895,2185,5,Tech Enthusiasts,2021-06-30
1277,Alpha Innovations,Email,Men 18-24,45 days,Instagram,0.07,11926.00,2.4,Los Angeles,Spanish,631,1485,3,Outdoor Adventurers,2021-07-01
1278,NexGen Systems,Display,Women 25-34,60 days,Instagram,0.03,14374.00,4.1,New York,Spanish,865,8480,7,Foodies,2021-07-02
1279,Innovate Industries,Email,Men 25-34,60 days,Email,0.01,9887.00,4.7,Houston,German,501,8783,8,Tech Enthusiasts,2021-07-03
1280,NexGen Systems,Search,Women 35-44,45 days,Website,0.12,8325.00,6.8,Chicago,Mandarin,852,3570,6,Tech Enthusiasts,2021-07-04
1281,NexGen Systems,Email,Women 25-34,30 days,Email,0.07,13432.00,3.3,Los Angeles,Spanish,197,5963,7,Fashionistas,2021-07-05
1282,DataTech Solutions,Email,Men 25-34,60 days,Facebook,0.03,12460.00,4.9,Miami,English,548,2500,9,Tech Enthusiasts,2021-07-06
1283,Alpha Innovations,Search,All Ages,45 days,Email,0.11,8952.00,2.3,Chicago,English,536,7119,4,Tech Enthusiasts,2021-07-07
1284,DataTech Solutions,Email,Men 25-34,15 days,Website,0.02,10898.00,5.2,Los Angeles,French,821,4209,3,Health & Wellness,2021-07-08
1285,Alpha Innovations,Email,Women 25-34,30 days,Google Ads,0.14,10707.00,7,Los Angeles,French,254,7406,6,Tech Enthusiasts,2021-07-09
1286,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.14,8395.00,5.2,Miami,German,478,7786,4,Foodies,2021-07-10
1287,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.01,10584.00,6.1,Houston,English,557,2592,3,Health & Wellness,2021-07-11
1288,Innovate Industries,Email,All Ages,15 days,Website,0.15,7380.00,2.1,Chicago,French,167,1664,1,Tech Enthusiasts,2021-07-12
1289,NexGen Systems,Display,All Ages,60 days,Website,0.1,15133.00,5.8,Houston,English,942,4659,5,Health & Wellness,2021-07-13
1290,Alpha Innovations,Email,Women 25-34,30 days,Facebook,0.08,5915.00,5.9,Houston,English,497,5947,3,Foodies,2021-07-14
1291,TechCorp,Influencer,Women 35-44,60 days,Email,0.04,10986.00,4.2,New York,Mandarin,341,9594,5,Fashionistas,2021-07-15
1292,DataTech Solutions,Social Media,Men 25-34,45 days,Email,0.03,10887.00,5.2,Houston,Mandarin,804,8062,8,Health & Wellness,2021-07-16
1293,Alpha Innovations,Email,All Ages,60 days,Instagram,0.15,5790.00,7.2,New York,Mandarin,573,6648,9,Health & Wellness,2021-07-17
1294,Innovate Industries,Email,Men 25-34,45 days,Email,0.09,11754.00,4.4,Chicago,French,810,4274,3,Tech Enthusiasts,2021-07-18
1295,TechCorp,Email,Women 25-34,60 days,Facebook,0.03,5547.00,6.9,Miami,English,418,2397,6,Foodies,2021-07-19
1296,Innovate Industries,Email,Women 25-34,30 days,Instagram,0.11,7649.00,7.6,Los Angeles,French,601,5735,6,Tech Enthusiasts,2021-07-20
1297,DataTech Solutions,Influencer,Men 25-34,30 days,Instagram,0.15,17171.00,2.7,Chicago,English,888,9348,4,Foodies,2021-07-21
1298,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,0.11,12348.00,3.5,Los Angeles,German,608,7469,2,Fashionistas,2021-07-22
1299,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.08,11913.00,7.1,Miami,German,789,7249,8,Tech Enthusiasts,2021-07-23
1300,NexGen Systems,Email,Women 35-44,30 days,Website,0.14,6667.00,6.3,Los Angeles,English,762,5469,9,Health & Wellness,2021-07-24
1301,Innovate Industries,Email,All Ages,30 days,Website,0.14,14660.00,4.1,Miami,English,273,4775,7,Tech Enthusiasts,2021-07-25
1302,Innovate Industries,Social Media,All Ages,60 days,Email,0.12,8139.00,2,Miami,Mandarin,899,6510,5,Outdoor Adventurers,2021-07-26
1303,NexGen Systems,Search,Women 35-44,45 days,Instagram,0.12,14458.00,6.2,Miami,English,747,3517,9,Outdoor Adventurers,2021-07-27
1304,TechCorp,Influencer,All Ages,60 days,Email,0.08,12913.00,6.4,Miami,Mandarin,270,7095,6,Outdoor Adventurers,2021-07-28
1305,TechCorp,Email,Women 25-34,30 days,Email,0.03,5381.00,5.5,New York,Mandarin,321,2376,8,Foodies,2021-07-29
1306,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.12,8149.00,7.6,New York,Mandarin,843,2541,6,Tech Enthusiasts,2021-07-30
1307,TechCorp,Search,Women 25-34,45 days,Email,0.14,19289.00,3.1,Houston,Mandarin,934,1129,7,Outdoor Adventurers,2021-07-31
1308,NexGen Systems,Influencer,Men 25-34,30 days,Instagram,0.11,8735.00,5.2,Miami,Spanish,447,9463,2,Fashionistas,2021-08-01
1309,Innovate Industries,Search,Women 25-34,45 days,Instagram,0.05,13284.00,6.4,Houston,Mandarin,925,5345,5,Tech Enthusiasts,2021-08-02
1310,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.14,17183.00,5.8,New York,English,917,6758,7,Tech Enthusiasts,2021-08-03
1311,TechCorp,Social Media,Women 25-34,45 days,Google Ads,0.07,7586.00,7.9,Houston,French,670,9138,1,Fashionistas,2021-08-04
1312,DataTech Solutions,Social Media,Men 25-34,60 days,Instagram,0.14,15513.00,6.2,Miami,German,315,8368,6,Fashionistas,2021-08-05
1313,NexGen Systems,Influencer,Men 25-34,45 days,Website,0.06,16345.00,3,New York,Spanish,341,9981,10,Health & Wellness,2021-08-06
1314,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.07,18485.00,5.2,Miami,French,867,4034,7,Foodies,2021-08-07
1315,TechCorp,Social Media,Women 35-44,15 days,Facebook,0.11,8617.00,3.3,Houston,English,665,5374,2,Health & Wellness,2021-08-08
1316,DataTech Solutions,Search,Women 25-34,60 days,Instagram,0.13,19022.00,2.1,Miami,German,590,1976,8,Fashionistas,2021-08-09
1317,DataTech Solutions,Social Media,Women 25-34,60 days,YouTube,0.07,5969.00,8,Los Angeles,English,631,3370,8,Health & Wellness,2021-08-10
1318,TechCorp,Email,Men 18-24,45 days,Instagram,0.02,10776.00,7.2,Miami,German,734,9643,3,Foodies,2021-08-11
1319,NexGen Systems,Influencer,Women 25-34,15 days,Instagram,0.11,15607.00,7.8,Houston,German,934,5880,2,Health & Wellness,2021-08-12
1320,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,0.01,15219.00,4.6,Houston,French,271,6601,1,Health & Wellness,2021-08-13
1321,Alpha Innovations,Email,Men 18-24,15 days,Email,0.14,10080.00,6.2,New York,English,697,3221,4,Fashionistas,2021-08-14
1322,Alpha Innovations,Influencer,Women 35-44,60 days,Email,0.05,18114.00,7.5,Chicago,Spanish,670,1439,4,Foodies,2021-08-15
1323,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.14,9058.00,5.7,Miami,French,514,1551,6,Foodies,2021-08-16
1324,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.03,13314.00,3.6,Los Angeles,Mandarin,682,4634,3,Outdoor Adventurers,2021-08-17
1325,DataTech Solutions,Display,Men 18-24,15 days,Email,0.08,11203.00,2.9,Houston,Mandarin,730,5815,5,Foodies,2021-08-18
1326,Innovate Industries,Display,Women 25-34,30 days,Instagram,0.04,7388.00,3.2,Los Angeles,English,560,4839,2,Fashionistas,2021-08-19
1327,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.14,19150.00,6.9,Houston,German,951,2497,10,Fashionistas,2021-08-20
1328,Innovate Industries,Email,All Ages,30 days,Google Ads,0.07,5950.00,2.1,New York,Spanish,850,6686,6,Tech Enthusiasts,2021-08-21
1329,DataTech Solutions,Display,Men 25-34,60 days,YouTube,0.11,8052.00,5.5,Miami,French,927,9865,1,Health & Wellness,2021-08-22
1330,NexGen Systems,Search,Women 35-44,60 days,Email,0.06,8357.00,4,Miami,German,144,1721,2,Tech Enthusiasts,2021-08-23
1331,TechCorp,Social Media,Men 18-24,60 days,Facebook,0.05,19386.00,6.2,Chicago,German,425,1212,6,Fashionistas,2021-08-24
1332,Innovate Industries,Display,Men 25-34,60 days,Website,0.12,7636.00,4.9,Miami,English,335,7053,1,Outdoor Adventurers,2021-08-25
1333,NexGen Systems,Search,All Ages,45 days,Facebook,0.1,18242.00,5.7,Miami,German,717,7812,1,Tech Enthusiasts,2021-08-26
1334,TechCorp,Email,All Ages,15 days,Instagram,0.01,11335.00,4.8,Houston,Mandarin,319,1557,2,Foodies,2021-08-27
1335,TechCorp,Influencer,Women 25-34,30 days,Website,0.12,14893.00,2.3,Miami,French,811,5812,7,Tech Enthusiasts,2021-08-28
1336,Alpha Innovations,Social Media,Men 25-34,30 days,Instagram,0.08,13044.00,6.9,New York,German,259,2521,10,Tech Enthusiasts,2021-08-29
1337,NexGen Systems,Social Media,Women 35-44,30 days,Instagram,0.08,12661.00,5.5,New York,French,647,9407,7,Fashionistas,2021-08-30
1338,DataTech Solutions,Display,Men 25-34,60 days,Website,0.07,7115.00,5.2,Houston,French,219,3032,3,Fashionistas,2021-08-31
1339,TechCorp,Influencer,Men 25-34,60 days,YouTube,0.01,16084.00,7.8,Houston,English,994,3271,1,Tech Enthusiasts,2021-09-01
1340,NexGen Systems,Influencer,Men 25-34,15 days,YouTube,0.1,7942.00,2.9,Chicago,French,949,7626,2,Health & Wellness,2021-09-02
1341,DataTech Solutions,Influencer,Women 25-34,15 days,Instagram,0.06,5826.00,4,Miami,German,908,2991,5,Health & Wellness,2021-09-03
1342,NexGen Systems,Social Media,Women 25-34,30 days,YouTube,0.03,10650.00,2.6,Houston,French,649,9998,3,Foodies,2021-09-04
1343,NexGen Systems,Influencer,Men 25-34,15 days,Facebook,0.02,16998.00,6.3,New York,Mandarin,391,6662,5,Tech Enthusiasts,2021-09-05
1344,NexGen Systems,Display,Men 25-34,60 days,YouTube,0.1,17838.00,5.4,Houston,German,888,2758,6,Fashionistas,2021-09-06
1345,Innovate Industries,Influencer,Women 25-34,45 days,Facebook,0.14,8670.00,5.1,Chicago,French,538,2979,4,Fashionistas,2021-09-07
1346,Alpha Innovations,Display,Women 25-34,30 days,Website,0.04,19326.00,5.1,Chicago,Spanish,155,5811,3,Tech Enthusiasts,2021-09-08
1347,Innovate Industries,Influencer,Men 25-34,60 days,Facebook,0.04,19781.00,3.8,Miami,Spanish,579,8550,9,Tech Enthusiasts,2021-09-09
1348,TechCorp,Influencer,Men 18-24,45 days,Website,0.06,7424.00,7,Chicago,English,192,4746,4,Health & Wellness,2021-09-10
1349,DataTech Solutions,Social Media,Women 25-34,60 days,Instagram,0.02,15420.00,6.1,New York,Spanish,578,8279,3,Health & Wellness,2021-09-11
1350,TechCorp,Influencer,Men 25-34,60 days,Email,0.08,16255.00,6.7,Chicago,French,169,7752,4,Health & Wellness,2021-09-12
1351,TechCorp,Search,All Ages,45 days,Google Ads,0.15,12875.00,4.2,Los Angeles,French,363,7896,3,Tech Enthusiasts,2021-09-13
1352,TechCorp,Influencer,Men 25-34,30 days,Instagram,0.11,6358.00,6.1,Miami,Mandarin,454,2163,2,Fashionistas,2021-09-14
1353,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.12,5515.00,3.2,New York,Spanish,831,6260,5,Fashionistas,2021-09-15
1354,Innovate Industries,Social Media,Men 25-34,45 days,Facebook,0.14,15676.00,3.5,Miami,German,384,6068,1,Foodies,2021-09-16
1355,NexGen Systems,Social Media,Women 25-34,60 days,Facebook,0.02,15373.00,7.2,Houston,French,408,5251,10,Fashionistas,2021-09-17
1356,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.14,12131.00,5.8,Chicago,Spanish,577,8997,6,Tech Enthusiasts,2021-09-18
1357,Innovate Industries,Email,Men 25-34,60 days,Instagram,0.09,7151.00,7.1,Miami,Mandarin,834,9304,5,Outdoor Adventurers,2021-09-19
1358,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.14,9826.00,6.5,New York,English,203,6759,3,Outdoor Adventurers,2021-09-20
1359,TechCorp,Influencer,Women 35-44,15 days,Google Ads,0.14,12732.00,6.3,Los Angeles,German,429,8299,10,Tech Enthusiasts,2021-09-21
1360,NexGen Systems,Email,Women 35-44,30 days,Facebook,0.01,5066.00,4.9,Miami,English,151,3567,7,Health & Wellness,2021-09-22
1361,NexGen Systems,Social Media,Women 25-34,15 days,YouTube,0.01,12095.00,5.9,Miami,French,613,6300,2,Fashionistas,2021-09-23
1362,DataTech Solutions,Email,Men 18-24,30 days,Instagram,0.02,15577.00,2.2,Chicago,Mandarin,906,8752,5,Tech Enthusiasts,2021-09-24
1363,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.05,8134.00,5,Miami,French,628,1668,6,Foodies,2021-09-25
1364,DataTech Solutions,Search,Women 35-44,30 days,Instagram,0.11,14489.00,7.4,Houston,Spanish,404,1442,4,Outdoor Adventurers,2021-09-26
1365,NexGen Systems,Search,Women 35-44,60 days,Website,0.1,15059.00,2.9,Chicago,Spanish,993,4021,10,Outdoor Adventurers,2021-09-27
1366,NexGen Systems,Social Media,Men 25-34,30 days,Email,0.03,6360.00,3.7,New York,English,654,3251,9,Outdoor Adventurers,2021-09-28
1367,Alpha Innovations,Influencer,Men 25-34,15 days,Email,0.12,7266.00,3.2,Los Angeles,English,497,5273,2,Outdoor Adventurers,2021-09-29
1368,NexGen Systems,Search,Men 25-34,15 days,Instagram,0.03,18544.00,2.9,Miami,German,134,2194,10,Health & Wellness,2021-09-30
1369,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.12,14239.00,5.1,Chicago,English,221,2675,2,Health & Wellness,2021-10-01
1370,TechCorp,Social Media,Men 25-34,60 days,Email,0.09,10370.00,6.6,Houston,English,748,9165,5,Foodies,2021-10-02
1371,DataTech Solutions,Influencer,Women 35-44,45 days,Instagram,0.1,17493.00,7.6,Houston,English,369,1706,3,Foodies,2021-10-03
1372,Alpha Innovations,Display,Women 25-34,60 days,Email,0.04,17133.00,2.2,New York,French,936,5644,7,Outdoor Adventurers,2021-10-04
1373,TechCorp,Display,All Ages,30 days,Instagram,0.08,10896.00,6.7,Los Angeles,Spanish,799,7233,4,Health & Wellness,2021-10-05
1374,Alpha Innovations,Display,Women 35-44,60 days,Google Ads,0.03,17088.00,7.1,Houston,French,241,9598,7,Tech Enthusiasts,2021-10-06
1375,NexGen Systems,Display,Men 25-34,30 days,Website,0.12,10683.00,2.4,New York,English,150,2376,2,Outdoor Adventurers,2021-10-07
1376,TechCorp,Email,Women 25-34,30 days,Email,0.14,13654.00,4.8,Miami,German,614,3705,4,Foodies,2021-10-08
1377,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.06,17232.00,3.3,New York,Mandarin,640,4872,9,Tech Enthusiasts,2021-10-09
1378,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,0.03,17598.00,2.5,New York,Spanish,674,4116,3,Foodies,2021-10-10
1379,NexGen Systems,Email,Men 25-34,15 days,Facebook,0.01,18795.00,2.4,Houston,English,949,7338,4,Tech Enthusiasts,2021-10-11
1380,DataTech Solutions,Email,Women 25-34,30 days,Website,0.04,10826.00,3.4,Houston,French,855,5149,9,Outdoor Adventurers,2021-10-12
1381,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.04,5615.00,2,New York,English,359,3159,10,Tech Enthusiasts,2021-10-13
1382,Innovate Industries,Search,Women 35-44,15 days,Instagram,0.11,16604.00,5.4,Los Angeles,English,895,8738,3,Outdoor Adventurers,2021-10-14
